Turkish Question ID,Turkish Question Text,Turkish Response Options,English Question ID,English Question Text,English Response Options
Q149,"Mevcut demokrasilerde, iki değer yanyana görülüyor. Bunlar eşitlik ve özgürlük. Ancak kararlarda ve uygulamalarda, zaman zaman bu iki değer çelişebiliyor. Size göre bugün, bu iki değerden hangisi daha önemli.","['Özgürlük', 'Eşitlik', 'Fikri Yok', 'Cevap Yok']",Q149,"Most people consider both freedom and equality to be important, but if you had to choose between them, which one would you consider more important?","['Freedom', 'Equality']"
Q150,"Özgürlük ve güvenlik değerlerinin çelişebildiğini düşünecek olursak; size göre bugün, bu iki değerden hangisi daha önemli?","['Özgürlük', 'Güvenlik', 'Fikri Yok', 'Cevap Yok']",Q150,"Most people consider both freedom and security to be important, but if you had to choose between them, which one would you consider more important?","['Freedom', 'Security']"
Q151,"Kuşkusuz, hepimizin dileği bir savaş olmamasıdır ama bir savaş çıkacak olsa siz de ülkeniz için savaşır mıydınız?","['Evet', 'Hayır', 'Fikri Yok', 'Cevap Yok']",Q151,"Of course, we all hope that there will not be another war, but if it were to come to that, would you be willing to fight for your country?","['Yes', 'No']"
Q152,"Önümüzdeki 10 yıl içinde, ülkemizin hedeflerinin neler olması gerektiği tartışma konusu olmaktadır. Aşağıda, değişik insanların öncelik verdiği bazı hedefler sıralanmaktadır. Bunlar içinde size göre en başta gelen hedef hangisi olmalıdır?","['Yüksek bir ekonomik kalkınma hızı', 'Ülkenin güçlü bir savunma kuvvetine sahip olması', 'Kişinin yaşadığı çevrede ve işinde daha çok söz hakkına sahip olması', 'Şehirlerin ve köylerin güzelleştirilmesi', 'Fikri Yok', 'Cevap Yok']",Q152,"People sometimes talk about what the aims of this country should be for the next ten years. On this ‘card are listed some of the goals which different people would give top priority. Would you please say which one of these you, yourself, consider the most important?","['A high level of economic growth', 'Making sure this country has strong defense forces', 'Seeing that people have more say about how things are done at their jobs and in their communities', 'Trying to make our cities and countryside more beautiful']"
Q153,"Önümüzdeki 10 yıl içinde, ülkemizin hedeflerinin neler olması gerektiği tartışma konusu olmaktadır. Aşağıda, değişik insanların öncelik verdiği bazı hedefler sıralanmaktadır. Peki ..........’den sonra ikinci en önemli hedef hangisi olmalıdır?","['Yüksek bir ekonomik kalkınma hızı', 'Ülkenin güçlü bir savunma kuvvetine sahip olması', 'Kişinin yaşadığı çevrede ve işinde daha çok söz hakkına sahip olması', 'Şehirlerin ve köylerin güzelleştirilmesi', 'Fikri Yok', 'Cevap Yok']",Q153,People sometimes talk about what the aims of this country should be for the next ten years. On this ‘card are listed some of the goals which different people would give top priority.  And which would be the next most important?,"['A high level of economic growth', 'Making sure this country has strong defense forces', 'Seeing that people have more say about how things are done at their jobs and in their communities', 'Trying to make our cities and countryside more beautiful']"
Q154,"Bir seçim daha yapacak olsanız, aşağıdakilerden hangisi ülkemiz için en önemlidir?","['Ülkede asayiş ve düzenin korunması', 'Hükümet kararlarında halka daha fazla söz hakkı tanınması', 'Fiyat artışları ile mücadele', 'İfade ve düşünce özgürlüğünün korunması', 'Fikri Yok', 'Cevap Yok']",Q154,"If you had to choose, which one of the things on this card would you say is most important?:","['Maintaining order in the nation', 'Giving people more say in important government decisions', 'Fighting rising prices', 'Protecting freedom of speech']"
Q155,Peki ..........’den sonra ikinci en önemli hedef hangisi olmalıdır?,"['Ülkede asayiş ve düzenin korunması', 'Hükümet kararlarında halka daha fazla söz hakkı tanınması', 'Fiyat artışları ile mücadele', 'İfade ve düşünce özgürlüğünün korunması', 'Fikri Yok', 'Cevap Yok']",Q155,And which would be the next most important?,"['Maintaining order in the nation', 'Giving people more say in important government decisions', 'Fighting rising prices', 'Protecting freedom of speech']"
Q156,Şimdi size bir liste daha... Size göre bunların içinde en önemlisi hangisi?,"['İstikrarlı bir ekonomi', 'Daha insancıl bir topluma doğru ilerleme', 'Fikirlerin paradan daha önemli olduğu bir topluma doğru ilerleme', 'Suç ve suçlularla mücadele', 'Fikri Yok', 'Cevap Yok']",Q156,"Here is another list. In your opinion, which one of these is most important?","['A stable economy', 'Progress toward a less impersonal and more humane society', 'Progress toward a society in which ideas count more than money', 'The fight against crime']"
Q157,Peki ..........’den sonra ikinci en önemli hedef hangisi olmalıdır?,"['İstikrarlı bir ekonomi', 'Daha insancıl bir topluma doğru ilerleme', 'Fikirlerin paradan daha önemli olduğu bir topluma doğru ilerleme', 'Suç ve suçlularla mücadele', 'Fikri Yok', 'Cevap Yok']",Q157,And what would be the next most important?,"['A stable economy', 'Progress toward a less impersonal and more humane society', 'Progress toward a society in which ideas count more than money', 'The fight against crime']"
Q158,"Şimdi size bazı görüşler okuyacağım ve bunlara ne ölçüde katılıp katılmadığınızı soracağım. 10 puanlık cetvellerde, 1 “bu görüşe kesinlikle katılmıyorum”, 10 ise “bu görüşe kesinlikle katılıyorum” anlamına gelmektedir. Bilim ve teknoloji, yaşamlarımızı daha sağlıklı, daha kolay ve daha rahat yapmakta.","['Kesinlikle katılmam', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle katılırım', 'Fikri Yok', 'Cevap Yok']",Q158,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Science and technology are making our lives healthier, easier, and more comfortable. Completely disagree Completely agree","['Completely disagree', '2', '3', '4', '5', '6', '7', '8', '9', 'Completely agree']"
Q159,"Şimdi size bazı görüşler okuyacağım ve bunlara ne ölçüde katılıp katılmadığınızı soracağım. 10 puanlık cetvellerde, 1 “bu görüşe kesinlikle katılmıyorum”, 10 ise “bu görüşe kesinlikle katılıyorum” anlamına gelmektedir. Bilim ve teknoloji sayesinde, gelecek kuşaklar daha fazla imkân ve fırsata sahip olacak.","['Kesinlikle katılmam', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle katılırım', 'Fikri Yok', 'Cevap Yok']",Q159,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” Because of science and technology, there will be more opportunities for the next generation. Completely disagree Completely agree","['Completely disagree', '2', '3', '4', '5', '6', '7', '8', '9', 'Completely agree']"
Q160,"Şimdi size bazı görüşler okuyacağım ve bunlara ne ölçüde katılıp katılmadığınızı soracağım. 10 puanlık cetvellerde, 1 “bu görüşe kesinlikle katılmıyorum”, 10 ise “bu görüşe kesinlikle katılıyorum” anlamına gelmektedir. Bilime gereğinden fazla, imana ise gereğinden az güveniyoruz.","['Kesinlikle katılmam', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle katılırım', 'Fikri Yok', 'Cevap Yok']",Q160,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” We depend too much on science and not enough on faith. Completely disagree Completely agree","['Completely disagree', '2', '3', '4', '5', '6', '7', '8', '9', 'Completely agree']"
Q161,"Şimdi size bazı görüşler okuyacağım ve bunlara ne ölçüde katılıp katılmadığınızı soracağım. 10 puanlık cetvellerde, 1 “bu görüşe kesinlikle katılmıyorum”, 10 ise “bu görüşe kesinlikle katılıyorum” anlamına gelmektedir. Bilimin kötü etkilerinden biri de, insanlardaki doğru ve yanlış anlayışını zedelemesidir.","['Kesinlikle katılmam', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle katılırım', 'Fikri Yok', 'Cevap Yok']",Q161,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” One of the bad effects of science is that it breaks down people’s ideas of right and wrong. Completely disagree Completely agree","['Completely disagree', '2', '3', '4', '5', '6', '7', '8', '9', 'Completely agree']"
Q162,"Şimdi size bazı görüşler okuyacağım ve bunlara ne ölçüde katılıp katılmadığınızı soracağım. 10 puanlık cetvellerde, 1 “bu görüşe kesinlikle katılmıyorum”, 10 ise “bu görüşe kesinlikle katılıyorum” anlamına gelmektedir. Günlük yaşamımda, bana bilim hakkında bilgi gerekmez.","['Kesinlikle katılmam', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle katılırım', 'Fikri Yok', 'Cevap Yok']",Q162,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree.” It is not important for me to know about science in my daily life. Completely disagree Completely agree","['Completely disagree', '2', '3', '4', '5', '6', '7', '8', '9', 'Completely agree']"
Q163,"Genel olarak değerlendirdiğinizde, bilim ve teknoloji, bu dünyayı daha iyi mi, yoksa daha kötü mü bir yer yaptı? 10 puanlık cetvelde ‘1’ bilim ve teknolojinin dünyayı çok daha kötü bir yer hâline getirdiği; ‘10’ ise, çok daha iyi bir yer hâline getirdiği anlamına geliyor.","['Bilim ve teknoloji yüzünden dünya çok daha kötü bir yer', '2', '3', '4', '5', '6', '7', '8', '9', 'Bilim ve teknoloji sayesinde dünya çok daha iyi bir yer', 'Fikri Yok', 'Cevap Yok']",Q163,"All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off.”","['A lot worse off', '2', '3', '4', '5', '6', '7', '8', '9', 'A lot better off']"
Q164,"Tanrı’nın sizin hayatınızdaki önemi nedir? 10 puanın “çok önemli”, 1 puanın ise “hiç önemi yok” anlamına geldiği düşünülürse, siz kendinizi bu cetvelde nereye koyarsınız?","['Hiç önemi yok', '2', '3', '4', '5', '6', '7', '8', '9', 'Çok önemli', 'Fikri Yok', 'Cevap Yok']",Q164,How important is God in your life? Please use this scale to indicate. 10 means “very important” and 1 means “not at all important.”,"['Not at all important', '2', '3', '4', '5', '6', '7', '8', '9', 'Very important']"
Q165,Aşağıda saydıklarımdan herhangi birine veya birkaçına inanır mısınız? Tanrı,"['Evet', 'Hayır', 'Fikri Yok', 'Cevap Yok']",Q165,"Which, if any, of the following do you believe in? God","['Yes', 'No']"
Q166,Aşağıda saydıklarımdan herhangi birine veya birkaçına inanır mısınız? Ölümden sonraki hayat,"['Evet', 'Hayır', 'Fikri Yok', 'Cevap Yok']",Q166,"Which, if any, of the following do you believe in? Life after death","['Yes', 'No']"
Q167,Aşağıda saydıklarımdan herhangi birine veya birkaçına inanır mısınız? Cehennem,"['Evet', 'Hayır', 'Fikri Yok', 'Cevap Yok']",Q167,"Which, if any, of the following do you believe in? Hell","['Yes', 'No']"
Q168,Aşağıda saydıklarımdan herhangi birine veya birkaçına inanır mısınız? Cennet,"['Evet', 'Hayır', 'Fikri Yok', 'Cevap Yok']",Q168,"Which, if any, of the following do you believe in? Heaven","['Yes', 'No']"
Q169,"Şu okuyacağım ifadelerle ilgili görüşünüzü, kesinlikle katılırım, katılırım, katılmam veya kesinlikle katılmam şeklinde belirtiniz. Bilim ile din çelişirse, her zaman din doğrudur","['Kesin Katılırım', 'Katılırım', 'Katılmam', 'Kesin Katılmam', 'Fikri Yok', 'Cevap Yok']",Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree']"
Q170,"Şu okuyacağım ifadelerle ilgili görüşünüzü, kesinlikle katılırım, katılırım, katılmam veya kesinlikle katılmam şeklinde belirtiniz. Tek doğru din, benim inandığım dindir","['Kesin Katılırım', 'Katılırım', 'Katılmam', 'Kesin Katılmam', 'Fikri Yok', 'Cevap Yok']",Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree']"
Q171,"Müslümanlar için: Cenazeler dışında bugünlerde camiye ne kadar sık gidiyorsunuz? Müslüman olmayanlar için: Cenazeler, evlenmeler, vaftizler dışında bugünlerde sinagoga/kiliseye ne kadar sık gidiyorsunuz?","['Haftada bir defadan fazla', 'Haftada bir', 'Ayda bir', 'Özel günlerde, bayramlarda', 'Yılda bir', 'Yılda bir defadan daha az', 'Hiç; hemen hemen hiç', 'Fikri Yok', 'Cevap Yok']",Q171,"Apart from weddings and funerals, about how often do you attend religious services these days?","['More than once a week', 'Once a week', 'Once a month', 'Only on special holy days', 'Once a year', 'Less often', 'Never, practically never']"
Q172,"Cenazeler, evlenmeler dışında ne sıklıkta dua edersiniz?","['Günde birkaç defa', ' Günde bir defa', 'Haftada birkaç defa', 'Sadece dini törenlerde, camide', ' Sadece özel dini günlerde (bayram, ramazan, kandil vs.)', 'Yılda bir defa', 'Yılda birden az', ' Hiç; hemen hemen hiç', 'Fikri Yok', 'Cevap Yok']",Q172,"Apart from weddings and funerals, about how often do you pray?","['Several times a day', 'Once a day', 'Several times each week', 'Only when attending religious services', 'Only on special holy days', 'Once a year', 'Less often', 'Never, practically never']"
Q173,Camiye (sinagoga/kiliseye) gidip gitmediğinize bakmaksızın siz kendinizi dindar bir kişi olarak mı görürsünüz? Sizin için şu şıklardan hangisi doğru?,"['Dindar', 'Dindar değil', 'Ateist (tanrıya inanmaz)', 'Fikri Yok', 'Cevap Yok']",Q173,"Independently of whether you attend religious services or not, would you say you are …?","['A religious person', 'Not a religious person', 'An atheist']"
Q174,"Din konusunda, şu iki görüşten hangisine daha çok katılırsınız?","['Dinin esas anlamı, dini kurallara ve törenlere uymaktır', 'Dinin esas anlamı, insanlara iyilik yapmaktır', 'Fikri Yok', 'Cevap Yok']",Q174,With which one of the following statements do you agree most? The basic meaning of religion is:,"['To follow religious norms and ceremonies', 'To do good to other people']"
Q175,"Gene din konusunda, şu iki görüşten hangisine daha çok katılırsınız?","['Din esas olarak, ölümden sonrasına, yani öteki dünyaya anlam kazandırır', 'Din esas olarak, bu yaşadığımız bu dünyaya anlam kazandırır', 'Fikri Yok', 'Cevap Yok']",Q175,And with which of the following statements do you agree most? The basic meaning of religion is:,"['To make sense of life after death', 'To make sense of life in this world']"
Q176,Bugünlerde insanların hangi ahlaki kurallara uyacaklarını şaşırdıkları konusundaki görüşe ne ölçüde katılırsınız ya da katılmazsınız?,"['Kesinlikle katılırım', '2', '3', '4', '5', '6', '7', '8', '9', 'Kesinlikle katılmam', 'Fikri Yok', 'Cevap Yok']",Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,"['Completely agree', '2', '3', '4', '5', '6', '7', '8', '9', 'Completely disagree']"
Q177,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Devlet imkânlarından hakkı olmadan yararlanmak","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q178,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Toplu taşıma araçlarına biletsiz binmek","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q178,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Avoiding a fare on public transport","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q179,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Başkasının malını çalmak","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q179,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Stealing property","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q180,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Fırsatını bulduğunda vergi kaçırmak","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q180,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Cheating on taxes if you have a chance","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q181,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Rüşvet almak","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q181,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Someone accepting a bribe in the course of their duties","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q182,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Eşcinsellik yani homoseksüellik","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q182,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Homosexuality","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q183,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Fahişelik","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q183,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Prostitution","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q184,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Kürtaj yani çocuk aldırmak","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q184,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Abortion","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q185,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Boşanmak","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q185,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Divorce","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q186,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Evlenmeden önce ilişkiye girmek","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q186,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Sex before marriage","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q187,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. İntihar etmek","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q187,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Suicide","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q188,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Ötenazi yani hayatından kesin umut kesilen bir hastayı daha çok ızdırap çekmemesi için öldürmek","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q188,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Euthanasia","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q189,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Erkeğin karısını dövmesi","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q189,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. For a man to beat his wife","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q190,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Anne-babanın çocuğunu dövmesi","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q190,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Parents beating children","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q191,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Başka insanlara karşı şiddete başvurmak","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q191,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Violence against other people","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
,,,Q192,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Terrorism as a political, ideological or religious mean","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q193,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. Günlük aşk ilişkileri kurma","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q193,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Having casual sex","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
,,,Q194,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Political violence","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q195,"Şimdi size bazı görüşler veya davranışlar okuyacağım. Bunları ne ölçüde doğru ve haklı, ne ölçüde yanlış ve haksız buluyorsunuz? Eğer bir davranışı kesinlikle yanlış/haksız buluyorsanız cetvelde “1” puanı, tamamen doğru/haklı buluyorsanız “10” puanı seçiniz. Ya da arada bir puan seçiniz. İdam cezası","['Her koşulda yanlış/haksız', '2', '3', '4', '5', '6', '7', '8', '9', 'Her koşulda doğru/uygun', 'Fikri Yok', 'Cevap Yok']",Q195,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Death penalty","['Never justifiable', '2', '3', '4', '5', '6', '7', '8', '9', 'Always justifiable']"
Q196,Sizce ülkemizde hükümetin aşağıda sayacaklarımı yapma hakkı olmalıdır yoksa olmamalı mıdır? Kesinlikle olmalıdır; herhalde olmalıdır; herhalde olmamalıdır veya kesinlikle olmamalıdır şeklinde cevaplayınız. Kamuya açık alanlarda insanları video ile izlemek,"['Kesinlikle hakkı olmalı', 'Herhalde olmalı', 'Herhalde olmamalı', 'Kesinlikle hakkı olmamalı', 'Fikri Yok', 'Cevap Yok']",Q196,Do you think that the your country’s government should or should not have the right to do the following: Keep people under video surveillance in public areas,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']"
